curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
276,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
277,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
278,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
279,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
280,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
281,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
282,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
283,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
284,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
285,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
286,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
287,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
288,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
289,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
290,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
291,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
292,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
293,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
294,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
295,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
296,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
297,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
298,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
299,0.7345971563981043,['H1ED15', 'H2DS12', 'H2PF35', 'H1PF5', 'S60L', 'H1DS14', 'H2FS17', 'H1PF14', 'H2GH27', 'H1WP1', 'H1WP10', 'H2FS15', 'H2TO30', 'H2FS8', 'H2FS11', 'H2TO27', 'H2WP4', 'H1PF16', 'H2DS7', 'H2WP9', 'H2TO11', 'H1FS15', 'H2ED16', 'H2PF34', 'H2TO15', 'H2WP9', 'H2FS10', 'H2WP7', 'PA21', 'H1SE4', 'H2FS9', 'H1IR3', 'H2PR5', 'H1TO3', 'H1FS9'],51,3,13
